RUC|NOMBRE_DE_ENTIDAD|DEPARTAMENTO|PROVINCIA|DISTRITO|CODIGO_SIAF|CODCONSUCODE|ESTADO|ULTIMAACTUALIZACION
20290898685|ACADEMIA DE LA MAGISTRATURA|LIMA|LIMA|JESUS MARIA|0014|1940|Activo|17/07/13
20556939781|AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS|LIMA|LIMA|JESUS MARIA|1545|201143|Activo|31/12/19
20380799643|AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION|LIMA|LIMA|SAN ISIDRO|1231|10001|Activo|25/09/15
20504915523|AGENCIA PERUANA DE COOPERACION INTERNACIONAL|LIMA|LIMA|LIMA|1089|200021|Activo|17/07/13
20514859559|AGROMERCADO|LIMA|LIMA|LINCE|1257|200189|Activo|22/04/25
20508320150|APOYO PARA MEJORAR LA OFERTA PRODUCTIVA Y FACILITAR EL COMERCIO EXTERIOR|LIMA|LIMA|LIMA||200113|Activo|17/07/13
20131370726|ARCHIVO GENERAL DE LA NACION|LIMA|LIMA|LIMA|0016|1941|Activo|26/12/15
20131372265|ASAMBLEA NACIONAL DE RECTORES|LIMA|LIMA|SANTIAGO DE SURCO|0116|1885|Activo|17/07/13
20522773451|AUTORIDAD AUTONOMA DEL SISTEMA ELECTRICO DE TRASPORTE MASIVO DE LIMA Y CALLAO - AATE|LIMA|LIMA|SAN BORJA|1338|10232|Activo|17/07/13
20604932964|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|LIMA|LIMA|MIRAFLORES|1717|204448|Activo|23/08/19
20298619602|AUTORIDAD DEL PROYECTO COSTA VERDE|LIMA|LIMA|JESUS MARIA|500263|200163|Activo|20/04/21
20508353759|AUTORIDAD MUNICIPAL DE LOS PANTANOS DE VILLA - PROHVILLA|LIMA|LIMA|CHORRILLOS|500249|200178|Activo|18/03/20
20614445751|AUTORIDAD NACIONAL AUTÓNOMA DEL TERMINAL PORTUARIO DE CHANCAY|LIMA|LIMA|LIMA|1781|205853|Activo|27/03/26
20610813578|AUTORIDAD NACIONAL DE CONTROL DEL MINISTERIO PÚBLICO|LIMA|LIMA|LIMA|1745|205250|Activo|04/01/24
20611816953|AUTORIDAD NACIONAL DE INFRAESTRUCTURA|LIMA|LIMA|MIRAFLORES|1750|205210|Activo|15/12/23
20565429656|AUTORIDAD NACIONAL DE SANIDAD E INOCUIDAD EN PESCA Y ACUICULTURA|LIMA|LIMA|LINCE|1588|201345|Activo|26/11/25
20520711865|AUTORIDAD NACIONAL DEL AGUA|LIMA|LIMA|SAN ISIDRO|1299|200266|Activo|17/07/13
20477906461|AUTORIDAD NACIONAL DEL SERVICIO CIVIL|LIMA|LIMA|JESUS MARIA|1314|200257|Activo|17/07/13
20602114091|AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS|LIMA|LIMA|LIMA|1677|203727|Activo|19/10/18
20504565794|BANCO AGROPECUARIO|LIMA|LIMA|SAN ISIDRO||200027|Activo|06/03/18
20122476309|BANCO CENTRAL DE RESERVA DEL PERÚ|LIMA|LIMA|LIMA||1926|Activo|17/07/13
20100030595|BANCO DE LA NACION|LIMA|LIMA|SAN ISIDRO||2525|Activo|17/07/13
20100054699|BANCO DE LA VIVIENDA DEL PERU EN LIQUIDACION|LIMA|LIMA|LINCE||200106|Activo|17/07/13
20100178584|BANCO DE MATERIALES EN LIQUIDACION|LIMA|LIMA|LIMA||2438|Activo|24/06/16
20131379863|BIBLIOTECA NACIONAL DEL PERU|LIMA|LIMA|SAN BORJA|0085|1942|Activo|17/07/13
20605779558|BICENTENARIO DE LA INDEPENDENCIA DEL PERÚ|LIMA|LIMA|MIRAFLORES|1722|204509|Activo|29/01/20
20108068281|CAJA DE PENSIONES MILITAR - POLICIAL|LIMA|LIMA|SAN ISIDRO||204810|Activo|10/12/21
20100269466|CAJA METROPOLITANA DE LIMA|LIMA|LIMA|LIMA||2339|Activo|21/04/16
20600927818|CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS|LIMA|LIMA|SAN ISIDRO|1650|202285|Activo|03/02/16
20600177061|CENTRO DE ALTOS ESTUDIOS NACIONALES|LIMA|LIMA|CHORRILLOS|1623|201805|Activo|19/08/15
20131372001|CENTRO DE FORMACION EN TURISMO|LIMA|LIMA|BARRANCO|0162|1944|Activo|17/07/13
20538298485|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|LIMA|LIMA|JESUS MARIA|1345|200363|Activo|06/07/16
20543891755|CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES|LIMA|LIMA|MIRAFLORES|1410|200390|Activo|17/07/13
20520594451|CENTRO NACIONAL DE PLANEAMIENTO ESTRATEGICO - CEPLAN|LIMA|LIMA|SAN ISIDRO|1256|200263|Activo|22/05/17
20155140942|CENTRO VACACIONAL HUAMPANI|LIMA|LIMA|LURIGANCHO|1276|1997|Activo|30/09/15
20433270461|C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS|LIMA|LIMA|LIMA|1008|2600|Activo|03/05/16
20546369383|COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERU|LIMA|LIMA|CHACLACAYO|1418|200434|Activo|17/07/13
20131380870|COMANDO CONJUNTO DE LAS FUERZAS ARMADAS|LIMA|LIMA|SAN BORJA|469|10246|Activo|17/07/13
20307167442|COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU|LIMA|LIMA|SAN ISIDRO|0011|1947|Activo|10/11/15
20508011793|COMISION ESPECIAL LIQUIDADORA DEL PRONAA CONSTITUIDA POR D.S. 007-2012-MIDIS|CALLAO|CALLAO|CALLAO|1425|1988|Activo|26/09/15
20556150983|COMISION NACIONAL DE BIENES INCAUTADOS - CONABI|LIMA|LIMA|SANTIAGO DE SURCO|1535|200764|Activo|30/09/15
20131371889|COMISION NACIONAL DE INVESTIGACION Y DESARROLLO AEROESPACIAL|LIMA|LIMA|SAN ISIDRO|1122|1946|Activo|29/09/15
20339267821|COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA|LIMA|LIMA|MIRAFLORES|1064|10141|Activo|17/07/13
20100101522|COMPAÑIA DE NEGOCIACIONES MOBILIARIAS E INMOBILIARIAS S.A.|LIMA|LIMA|SAN JUAN DE MIRAFLORES||2441|Activo|17/07/13
20232568195|COMPAÑIA NOR ANDINA DE TELECOMUNICACION S A|CAJAMARCA|CAJAMARCA|CAJAMARCA||200346|Activo|12/02/19
20194799862|COMPLEJO TURISTICO BAÑOS DEL INCA|CAJAMARCA|CAJAMARCA|LOS BAÑOS DEL INCA||204408|Activo|14/06/22
20161749126|CONGRESO DE LA REPUBLICA|LIMA|LIMA|LIMA|0477|6|Activo|17/07/13
20613768484|CONGRESO DE LA REPÚBLICA - IMPLEMENT. DEL MODELO DE LA INFRAESTRUC. Y FUNCIONAM. DE LA BICAMERALIDAD|LIMA|LIMA|LIMA|1767|205591|Activo|19/03/25
20206804824|CONSEJO DISTRITAL DE SAN JUAN DE SIGUAS|AREQUIPA|AREQUIPA|SAN JUAN DE SIGUAS|300348|412|Activo|05/10/15
20135727394|CONSEJO NACIONAL DE CIENCIA, TECNOLOGIA E INNOVACION|LIMA|LIMA|SAN BORJA|0086|1949|Activo|21/01/25
20603348541|CONTRALORÍA GENERAL - GESTIÓN DE PROYECTOS Y FORTALECIMIENTO DE CAPACIDADES|LIMA|LIMA|JESUS MARIA|1698|204226|Activo|08/11/18
20131378972|CONTRALORIA GENERAL DE LA REPUBLICA|LIMA|LIMA|JESUS MARIA|0196|8|Activo|17/07/13
20611824484|CONTRALORÍA GENERAL DE LA REPÚBLICA - UNIDAD EJECUTORA 003 - MACRORREGIÓN DE CONTROL NORTE|PIURA|PIURA|PIURA|1752|205430|Inactivo|15/01/25
20611824271|CONTRALORÍA GENERAL DE LA REPÚBLICA - UNIDAD EJECUTORA 004 - MACRORREGIÓN DE CONTROL CENTRO|HUANUCO|HUANUCO|HUANUCO|1753|205531|Inactivo|15/01/25
20611824433|CONTRALORÍA GENERAL DE LA REPÚBLICA - UNIDAD EJECUTORA 005 - MACRORREGIÓN DE CONTROL SUR|PUNO|PUNO|PUNO|1754|205450|Inactivo|15/01/25
20100116392|CORPORACION FINANCIERA DE DESARROLLO S.A.|LIMA|LIMA|SAN ISIDRO||2341|Activo|17/07/13
20100004675|CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A.- CORPAC|CALLAO|CALLAO|CALLAO||2418|Activo|17/07/13
20571436575|CORTE SUPERIOR DE JUSTICIA DE ANCASH|ANCASH|HUARAZ|HUARAZ|1471|200521|Activo|17/07/13
20602776604|CORTE SUPERIOR DE JUSTICIA DE APURIMAC|APURIMAC|ABANCAY|ABANCAY|1703|204046|Activo|22/09/20
20456310959|CORTE SUPERIOR DE JUSTICIA DE AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|1413|200426|Activo|17/07/13
20602769934|CORTE SUPERIOR DE JUSTICIA DE AYACUCHO|AYACUCHO|HUAMANGA|AYACUCHO|1699|203986|Activo|17/10/18
20529629355|CORTE SUPERIOR DE JUSTICIA DE CAJAMARCA|CAJAMARCA|CAJAMARCA|CAJAMARCA|1472|200513|Activo|30/09/15
20490770683|CORTE SUPERIOR DE JUSTICIA DE CUSCO|CUSCO|CUSCO|CUSCO|1415|200420|Activo|17/07/13
20573016786|CORTE SUPERIOR DE JUSTICIA DE HUANUCO|HUANUCO|HUANUCO|HUANUCO|1469|200506|Activo|19/11/15
20602789137|CORTE SUPERIOR DE JUSTICIA DE HUAURA|LIMA|HUAURA|HUACHO|1702|204066|Activo|17/10/18
20534750430|CORTE SUPERIOR DE JUSTICIA DE ICA|ICA|ICA|ICA|1466|200498|Activo|17/07/13
20568198272|CORTE SUPERIOR DE JUSTICIA DE JUNIN|JUNIN|HUANCAYO|EL TAMBO|1416|200419|Activo|17/07/13
20477550429|CORTE SUPERIOR DE JUSTICIA DE LA LIBERTAD|LA LIBERTAD|TRUJILLO|TRUJILLO|1412|200417|Activo|17/07/13
20487872319|CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|CHICLAYO|1414|200422|Activo|17/07/13
20546303951|CORTE SUPERIOR DE JUSTICIA DE LIMA|LIMA|LIMA|LIMA|1411|200428|Activo|17/07/13
20602774954|CORTE SUPERIOR DE JUSTICIA DE LIMA ESTE|LIMA|LIMA|ATE|1700|204026|Activo|17/10/18
20550734223|CORTE SUPERIOR DE JUSTICIA DE LIMA NORTE|LIMA|LIMA|INDEPENDENCIA|1465|200501|Activo|30/09/15
20602779875|CORTE SUPERIOR DE JUSTICIA DE LIMA SUR|LIMA|LIMA|VILLA MARIA DEL TRIUNFO|1701|204027|Activo|17/05/18
20529808446|CORTE SUPERIOR DE JUSTICIA DE PIURA|PIURA|PIURA|PIURA|1468|200503|Activo|30/09/15
20448626114|CORTE SUPERIOR DE JUSTICIA DE PUNO|PUNO|PUNO|PUNO|1473|200497|Activo|30/09/15
20542260476|CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN|SAN MARTIN|MOYOBAMBA|MOYOBAMBA|1474|200510|Activo|17/07/13
20602729762|CORTE SUPERIOR DE JUSTICIA DE UCAYALI|UCAYALI|CORONEL PORTILLO|CALLERIA|1704|204006|Activo|06/04/18
20550310539|CORTE SUPERIOR DE JUSTICIA DEL CALLAO|CALLAO|CALLAO|CALLAO|1467|200520|Activo|17/07/13
20541763849|CORTE SUPERIOR DE JUSTICIA DEL SANTA|ANCASH|SANTA|CHIMBOTE|1470|200495|Activo|17/07/13
20607004430|CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA|LIMA|LIMA|SAN ISIDRO|1730|204672|Activo|09/02/21
20304117142|DEFENSORIA DEL PUEBLO|LIMA|LIMA|LIMA|0197|9|Activo|17/07/13
20161704378|DESPACHO PRESIDENCIAL|LIMA|LIMA|LIMA|1061|10137|Activo|28/04/26
20524500559|DIRECCION ANTIDROGAS DE LA PNP|LIMA|LIMA|SAN ISIDRO|930006|200304|Activo|23/09/20
20520686577|DIRECCION DE INVESTIGACION CRIMINAL UE 026 PNP|LIMA|LIMA|LIMA||200264|Activo|17/07/13
20602250602|DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1683|203646|Activo|19/10/18
20602236596|DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE|LIMA|LIMA|EL AGUSTINO|1686|203747|Activo|19/10/18
20602217508|DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE|LIMA|LIMA|INDEPENDENCIA|1684|203786|Activo|17/10/18
20602251641|DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR|LIMA|LIMA|BARRANCO|1685|203766|Activo|17/10/18
20177030563|DIRECCION DE SALUD II LIMA SUR|LIMA|LIMA|JESUS MARIA|138|10209|Activo|02/10/13
20512311122|DIRECCION DE SALUD IV L.E. - UNIDAD EJECUTORA HOSPITAL SAN JUAN DE LURIGANCHO|LIMA|LIMA|SAN JUAN DE LURIGANCHO|1216|200157|Activo|22/05/15
20147966904|DIRECCION DE SALUD IV LIMA ESTE|LIMA|LIMA|EL AGUSTINO|131|10203|Activo|17/07/13
20126484560|DIRECCION DE SALUD V LIMA CIUDAD|LIMA|LIMA|SAN ISIDRO|142|10213|Activo|17/07/13
20517754499|DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS|LIMA|LIMA|SAN BORJA|1280|200231|Activo|13/02/18
20520557921|DIRECCION GENERAL DE GOBIERNO INTERIOR UE 027|LIMA|LIMA|SAN ISIDRO|1313|200259|Activo|17/07/13
20524413401|DIRECCION GENERAL DE MIGRACIONES Y NATURALIZACION|LIMA|LIMA|BREÑA|1344|200300|Inactivo|17/07/13
20502628128|DIRECCION NACIONAL DE INTELIGENCIA - DINI|LIMA|LIMA|CHORRILLOS|1032|1992|Activo|29/09/15
20330611023|DIRECCION REGIONAL DE EDUCACION  DE  LIMA METROPOLITANA|LIMA|LIMA|LA VICTORIA|72|10182|Activo|17/07/13
20131369124|EJERCITO PERUANO|LIMA|LIMA|SAN BORJA|470|10247|Activo|27/12/17
20105087978|EMPRESA  MUNICIPAL DE  AGUA POTABLE Y ALCANTARILLADO DE  BAGUA SRL|AMAZONAS|BAGUA|BAGUA|500165|2361|Activo|06/07/21
20205298739|EMPRESA  MUNICIPAL DE SERVICIOS DE AGUA POTABLE DE YAULI - LA OROYA|JUNIN|YAULI|LA OROYA|500170|2534|Activo|14/01/19
20103030791|EMPRESA ACTIVOS MINEROS SAC|LIMA|LIMA|SAN JUAN DE MIRAFLORES||2430|Activo|24/06/16
20232236273|EMPRESA CONCESIONARIA DE ELECTRICIDAD DE UCAYALI S.A.|UCAYALI|CORONEL PORTILLO|YARINACOCHA||2392|Activo|05/03/18
20425809882|EMPRESA DE ADMINISTRACION DE INFRAESTRUCTURA ELECTRICA S.A.|LIMA|LIMA|SAN JUAN DE MIRAFLORES||2528|Activo|17/07/13
20100027705|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|LIMA|LIMA|SAN JUAN DE MIRAFLORES||2391|Activo|05/03/18
20216293593|EMPRESA DE GENERACION ELECTRICA DE AREQUIPA S.A. - EGASA|AREQUIPA|AREQUIPA|AREQUIPA||2393|Activo|05/03/18
20334403328|EMPRESA DE GENERACION ELECTRICA DEL CENTRO S.A.|LIMA|LIMA|SAN BORJA||2394|Activo|17/07/13
20279889208|EMPRESA DE GENERACION ELECTRICA DEL SUR S.A.|TACNA|TACNA|TACNA||2395|Activo|05/03/18
20218339167|EMPRESA DE GENERACION ELECTRICA MACHUPICCHU|CUSCO|CUSCO|CUSCO||2396|Activo|05/03/18
20262221335|EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.|PUNO|PUNO|PUNO||2397|Activo|05/03/18
20100162076|EMPRESA DE SEGURIDAD, VIGILANCIA Y CONTROL S.A.C.|LIMA|LIMA|JESUS MARIA||2447|Activo|24/06/16
20199160819|EMPRESA DE SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE BARRANCA S.A.|LIMA|BARRANCA|BARRANCA||2346|Activo|07/06/22
20102708394|EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA|PIURA|PIURA|PIURA||200190|Activo|17/07/13
20103117560|EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTE S.A.|LAMBAYEQUE|CHICLAYO|CHICLAYO||200195|Activo|15/08/16
20125449361|EMPRESA DE SERVICIO Y LIMPIEZA MUNICIPAL PUBLICA CALLAO S.A|CALLAO|CALLAO|CALLAO||2455|Activo|27/06/16
20177698122|EMPRESA DE SERVICIOS ELECTRICOS MUNICIPALES DE PARAMONGA S.A.|LIMA|BARRANCA|PARAMONGA|500181|20007|Activo|17/10/24
20405479592|EMPRESA DE SERVICIOS PUBLICOS DE ELECTRICIDAD PUNO  S.A.A.|PUNO|PUNO|PUNO||2541|Activo|18/12/14
20212334988|EMPRESA DE TRANSMISION ELECTRICA CENTRO NORTE S.A.|LIMA|LIMA|SAN JUAN DE MIRAFLORES||2398|Activo|17/07/13
20129396122|EMPRESA EMAPA HUANCAVELICA S.A.|HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|500166|2389|Activo|13/12/18
20100176531|EMPRESA MINERA DEL CENTRO DEL PERU S.A. EN LIQUIDACION|LIMA|LIMA|SAN BORJA||2427|Activo|17/07/13
20100063337|EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE DE LIMA S.A.|LIMA|LIMA|LA MOLINA||2452|Activo|27/06/16
20115425651|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ABANCAY S.A.|APURIMAC|ABANCAY|ABANCAY||2349|Activo|21/04/16
20223938478|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMAZONAS S.A.|AMAZONAS|CHACHAPOYAS|CHACHAPOYAS||2350|Activo|09/06/22
20176170876|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CAÑETE S.A.|LIMA|CAÑETE|SAN VICENTE DE CAÑETE|500148|2344|Activo|08/04/22
20172299581|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHANCAY SAC|LIMA|HUARAL|CHANCAY||2540|Activo|17/07/13
20128985841|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CORONEL PORTILLO S.A.|UCAYALI|CORONEL PORTILLO|CALLERIA||2348|Activo|06/01/22
20158820260|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUACHO|LIMA|HUAURA|HUACHO||2352|Activo|21/04/16
20193099166|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUARAL S.A.|LIMA|HUARAL|HUARAL||2353|Activo|21/04/16
20147626712|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ICA S.A.|ICA|ICA|ICA||2373|Activo|02/07/21
20209526523|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PASCO S.A.|PASCO|PASCO|YANACANCHA||2354|Activo|17/07/13
20162483715|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO|ICA|PISCO|PISCO|500138|2356|Activo|26/03/18
20171147787|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE QUILLABAMBA S.A.|CUSCO|LA CONVENCION|SANTA ANA||2357|Activo|26/04/16
20106235024|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SALAS|ICA|ICA|SALAS||2527|Activo|17/07/13
20143612431|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.|SAN MARTIN|SAN MARTIN|TARAPOTO||2347|Activo|11/01/22
20129302322|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE TAMBOPATA S.A.|MADRE DE DIOS|TAMBOPATA|TAMBOPATA||2358|Activo|15/06/22
20163549027|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO VIRGEN DE GUADALUPE DEL SUR S.A.|ICA|NAZCA|NAZCA||2345|Activo|21/04/16
20412833270|EMPRESA MUNICIPAL DE EVENTOS CULTURALES S.A.|AREQUIPA|AREQUIPA|AREQUIPA||202425|Activo|09/03/16
20181508168|EMPRESA MUNICIPAL DE FESTEJOS DEL CUSCO SOCIEDAD ANONIMA|CUSCO|CUSCO|CUSCO||2453|Activo|17/07/13
20100164958|EMPRESA MUNICIPAL DE MERCADOS S.A.|LIMA|LIMA|SANTA ANITA||2411|Activo|17/01/22
20286274243|EMPRESA MUNICIPAL DE SANEAMIENTO BASICO AYAVIRI - MELGAR|PUNO|MELGAR|AYAVIRI||2526|Activo|17/07/13
20163947693|EMPRESA MUNICIPAL DE SANEAMIENTO BASICO DE PUNO SOCIEDAD ANONIMA|PUNO|PUNO|PUNO||2362|Activo|02/04/25
20502733851|EMPRESA MUNICIPAL DE SANTIAGO DE SURCO S.A|LIMA|LIMA|SANTIAGO DE SURCO||200226|Activo|10/11/23
20126850680|EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE HUANUCO|HUANUCO|HUANUCO|HUANUCO||2360|Activo|26/04/16
20143611893|EMPRESA MUNICIPAL DE SERVICIO ELECTRICO DE TOCACHE S.A.|SAN MARTIN|TOCACHE|TOCACHE||10096|Activo|17/07/13
20288529087|EMPRESA MUNICIPAL DE SERVICIOS ELECTRICOS UTCUBAMBA - BAGUA GRANDE|AMAZONAS|UTCUBAMBA|BAGUA GRANDE||2401|Activo|17/07/13
20100981492|EMPRESA MUNICIPAL DE SERVICIOS INFORMATICOS MIRAFLORES S.A.|LIMA|LIMA|MIRAFLORES||2457|Activo|17/07/13
20209302846|EMPRESA MUNICIPAL DE TRANSPORTE TURISTICO MACHUPICCHU S.A.|CUSCO|CUSCO|WANCHAQ||2539|Activo|06/11/13
20126236078|EMPRESA MUNICIPAL INMOBILIARIA DE LIMA S.A.|LIMA|LIMA|LIMA||2442|Activo|07/05/24
20277812844|EMPRESA MUNICIPAL PRESTADORA DE SERVICIOS DE SANEAMIENTO PROVINCIAS ALTO ANDINAS|CUSCO|CANCHIS|SICUANI||2359|Activo|26/04/16
20187071284|EMPRESA MUNICIPAL, URBANIZADORA Y CONSTRUCTORA S.A.C.|TUMBES|TUMBES|TUMBES||200241|Activo|17/07/13
20100153913|EMPRESA NACIONAL DE EDIFICACIONES EN LIQUIDACION|LIMA|LIMA|SAN JUAN DE MIRAFLORES||200234|Activo|17/07/13
20100437946|EMPRESA NACIONAL DE FERROCARRILES S.A. EN LIQUIDACION|LIMA|LIMA|SAN BORJA||200237|Activo|17/07/13
20114883230|EMPRESA NACIONAL DE LA COCA S.A.|CUSCO|CUSCO|SAN SEBASTIAN||2413|Activo|06/03/18
20100003199|EMPRESA NACIONAL DE PUERTOS S.A.|CALLAO|CALLAO|CALLAO||2426|Activo|14/02/22
20100032962|EMPRESA NACIONAL PESQUERA S.A. EN LIQUIDACION|LIMA|LIMA|SAN BORJA||200233|Activo|17/07/13
20100072751|EMPRESA PERUANA DE SERVICIO EDITORIALES|LIMA|LIMA|LIMA||2436|Activo|05/03/18
20115851919|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE ILO S.A.|MOQUEGUA|ILO|ILO||2365|Activo|26/04/24
20103448591|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LAMBAYEQUE S.A.|LAMBAYEQUE|CHICLAYO|CHICLAYO||2378|Activo|31/07/24
20177449254|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE CALCA SA|CUSCO|CALCA|CALCA||204166|Activo|17/10/18
20162275012|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE MOYOBAMBA SOCIEDAD ANÓNIMA|SAN MARTIN|MOYOBAMBA|MOYOBAMBA||2371|Activo|12/07/21
20141814312|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MARAÑON S.A.|CAJAMARCA|JAEN|JAEN||202225|Activo|07/12/22
20450124177|EMPRESA PRESTADORA DE SERVICIOS RIOJA SA|SAN MARTIN|RIOJA|RIOJA||200201|Activo|16/01/24
20119205949|EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD - ELECTROSUR S.A.|TACNA|TACNA|TACNA||2408|Activo|05/03/18
20129646099|EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A.|JUNIN|HUANCAYO|HUANCAYO||200192|Activo|17/07/13
20132023540|EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA|LA LIBERTAD|TRUJILLO|TRUJILLO||200191|Activo|17/07/13
20116544289|EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD ELECTRO SUR ESTE S.A.A.|CUSCO|CUSCO|SANTIAGO||2407|Activo|04/08/21
20103795631|EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE|LORETO|MAYNAS|IQUITOS||2406|Activo|05/03/18
20119147051|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO CHAVIN S.A.|ANCASH|HUARAZ|HUARAZ||2370|Activo|26/04/16
20136353315|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.|CUSCO|CUSCO|WANCHAQ||2364|Activo|02/08/21
20103745293|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE LORETO S.A.|LORETO|MAYNAS|IQUITOS|500136|2379|Activo|22/09/20
20115776283|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE MOQUEGUA SA|MOQUEGUA|MARISCAL NIETO|MOQUEGUA||2366|Activo|07/02/22
20134052989|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A|TACNA|TACNA|TACNA||2380|Activo|11/05/16
20121726212|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DEL MANTARO S.A.|JUNIN|JAUJA|JAUJA||2372|Activo|28/10/22
20102762925|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.|PIURA|PIURA|PIURA||2381|Activo|22/02/22
20225257354|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO NOR PUNO S.A.|PUNO|AZANGARO|AZANGARO||2374|Activo|26/04/16
20129509776|ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO SIERRA CENTRAL S.R.L.|JUNIN|TARMA|TARMA||2367|Activo|14/07/22
20115123999|ENTIDAD PRESTADORA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO - JULIACA S.A.|PUNO|SAN ROMAN|JULIACA|500147|2387|Activo|22/07/20
20286538917|ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO AGUAS DEL ALTIPLANO SRL|PUNO|MELGAR|AYAVIRI|500171|200142|Activo|27/12/18
