RUC|NOMBRE_DE_ENTIDAD|DEPARTAMENTO|PROVINCIA|DISTRITO|CODIGO_SIAF|CODCONSUCODE|ESTADO|ULTIMAACTUALIZACION
20203056223|MUNICIPALIDAD DISTRITAL DE CHUCUITO - PUNO|PUNO|PUNO|CHUCUITO|301598|1654|Activo|05/10/15
20205367994|MUNICIPALIDAD DISTRITAL DE CHUGAY|LA LIBERTAD|SANCHEZ CARRION|CHUGAY|301190|1212|Activo|01/10/15
20166727422|MUNICIPALIDAD DISTRITAL DE CHUGUR|CAJAMARCA|HUALGAYOC|CHUGUR|300621|686|Activo|17/07/13
20287377691|MUNICIPALIDAD DISTRITAL DE CHUMPI|AYACUCHO|PARINACOCHAS|CHUMPI|300501|575|Activo|17/07/13
20207277992|MUNICIPALIDAD DISTRITAL DE CHUMUCH|CAJAMARCA|CELENDIN|CHUMUCH|300567|633|Activo|17/07/13
20194772310|MUNICIPALIDAD DISTRITAL DE CHUNGUI|AYACUCHO|LA MAR|CHUNGUI|300475|548|Activo|17/07/13
20199931599|MUNICIPALIDAD DISTRITAL DE CHUPA|PUNO|AZANGARO|CHUPA|301613|1668|Activo|05/10/15
20198524078|MUNICIPALIDAD DISTRITAL DE CHUPAMARCA|HUANCAVELICA|CASTROVIRREYNA|CHUPAMARCA|300833|899|Activo|17/07/13
20202667750|MUNICIPALIDAD DISTRITAL DE CHUPURO|JUNIN|HUANCAYO|CHUPURO|301009|1074|Activo|28/12/15
20221438249|MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA|AMAZONAS|CHACHAPOYAS|CHUQUIBAMBA|300006|72|Activo|17/07/13
20145883378|MUNICIPALIDAD DISTRITAL DE CHUQUIS|HUANUCO|DOS DE MAYO|CHUQUIS|300904|969|Activo|17/07/13
20160927896|MUNICIPALIDAD DISTRITAL DE CHURUBAMBA|HUANUCO|HUANUCO|CHURUBAMBA|300888|953|Activo|23/12/15
20170015666|MUNICIPALIDAD DISTRITAL DE CHURUJA|AMAZONAS|BONGARA|CHURUJA|300030|98|Activo|28/09/15
20232797038|MUNICIPALIDAD DISTRITAL DE CHUSCHI|AYACUCHO|CANGALLO|CHUSCHI|300455|520|Activo|17/07/13
20607936006|MUNICIPALIDAD DISTRITAL DE CIELO PUNCO|CUSCO|LA CONVENCION|CIELO PUNCO|301894|204790|Activo|30/07/21
20181109891|MUNICIPALIDAD DISTRITAL DE CIENEGUILLA|LIMA|LIMA|CIENEGUILLA|301258|1315|Activo|17/07/13
20173249421|MUNICIPALIDAD DISTRITAL DE CIRCA|APURIMAC|ABANCAY|CIRCA|300253|318|Activo|17/07/13
20227623544|MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA|TACNA|TACNA|CIUDAD NUEVA|301781|1841|Activo|03/12/24
20206134756|MUNICIPALIDAD DISTRITAL DE COALAQUE|MOQUEGUA|GENERAL SANCHEZ CERRO|COALAQUE|301489|1543|Activo|03/10/15
20221107307|MUNICIPALIDAD DISTRITAL DE COATA|PUNO|PUNO|COATA|301599|1653|Activo|17/07/13
20158939585|MUNICIPALIDAD DISTRITAL DE COAYLLO|LIMA|CAÑETE|COAYLLO|301316|1367|Activo|02/10/15
20159410499|MUNICIPALIDAD DISTRITAL DE COAZA|PUNO|CARABAYA|COASA|301626|1681|Activo|05/10/15
20176210681|MUNICIPALIDAD DISTRITAL DE COCABAMBA|AMAZONAS|LUYA|COCABAMBA|300045|108|Activo|17/07/13
20170503628|MUNICIPALIDAD DISTRITAL DE COCACHACRA|AREQUIPA|ISLAY|COCACHACRA|300424|489|Activo|17/07/13
20202944699|MUNICIPALIDAD DISTRITAL DE COCAS|HUANCAVELICA|CASTROVIRREYNA|COCAS|300834|898|Activo|17/07/13
20608006282|MUNICIPALIDAD DISTRITAL DE COCHABAMBA|HUANCAVELICA|TAYACAJA|COCHABAMBA|301896|205090|Activo|09/09/22
20190666574|MUNICIPALIDAD DISTRITAL DE COCHABAMBA - CHOTA|CAJAMARCA|CHOTA|COCHABAMBA|300584|668|Activo|17/07/13
20161052524|MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUACAYBAMBA|HUANUCO|HUACAYBAMBA|COCHABAMBA|300914|1023|Activo|17/07/13
20228111695|MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUARAZ|ANCASH|HUARAZ|COCHABAMBA|300086|152|Activo|30/09/15
20193174800|MUNICIPALIDAD DISTRITAL DE COCHAMAL|AMAZONAS|RODRIGUEZ DE MENDOZA|COCHAMAL|300068|130|Activo|29/09/15
20210698095|MUNICIPALIDAD DISTRITAL DE COCHAMARCA|LIMA|OYON|COCHAMARCA|301386|1476|Activo|02/10/15
20222342938|MUNICIPALIDAD DISTRITAL DE COCHAPETI|ANCASH|HUARMEY|COCHAPETI|300167|303|Activo|17/07/13
20288789313|MUNICIPALIDAD DISTRITAL DE COCHARCAS|APURIMAC|CHINCHEROS|COCHARCAS|300311|391|Activo|05/10/15
20201188149|MUNICIPALIDAD DISTRITAL DE COCHAS - CONCEPCION|JUNIN|CONCEPCION|COCHAS|301035|1099|Activo|29/09/15
20194312319|MUNICIPALIDAD DISTRITAL DE COCHAS - OCROS|ANCASH|OCROS|COCHAS|300193|311|Activo|02/10/15
20227884771|MUNICIPALIDAD DISTRITAL DE COCHAS - YAUYOS|LIMA|YAUYOS|COCHAS|301398|1442|Activo|02/10/15
20197793431|MUNICIPALIDAD DISTRITAL DE COCHORCO|LA LIBERTAD|SANCHEZ CARRION|COCHORCO|301191|1210|Activo|28/01/16
20227391155|MUNICIPALIDAD DISTRITAL DE CODO DE POZUZO|HUANUCO|PUERTO INCA|CODO DEL POZUZO|300942|1003|Activo|17/07/13
20174909157|MUNICIPALIDAD DISTRITAL DE COISHCO|ANCASH|SANTA|COISHCO|300226|277|Activo|05/10/15
20192146055|MUNICIPALIDAD DISTRITAL DE COJATA|PUNO|HUANCANE|COJATA|301646|1696|Activo|17/07/13
20217197148|MUNICIPALIDAD DISTRITAL DE COLASAY|CAJAMARCA|JAEN|COLASAY|300626|690|Activo|17/07/13
20318814717|MUNICIPALIDAD DISTRITAL DE COLCA - HUANCAYO|JUNIN|HUANCAYO|COLCA|301010|1075|Activo|29/09/15
20214723108|MUNICIPALIDAD DISTRITAL DE COLCA - VICTOR FAJARDO|AYACUCHO|VICTOR FAJARDO|COLCA|300535|530|Activo|17/07/13
20214752388|MUNICIPALIDAD DISTRITAL DE COLCABAMBA - AYMARAES|APURIMAC|AYMARAES|COLCABAMBA|300290|355|Activo|05/10/15
20212197204|MUNICIPALIDAD DISTRITAL DE COLCABAMBA - HUARAZ|ANCASH|HUARAZ|COLCABAMBA|300087|153|Activo|30/09/15
20185726216|MUNICIPALIDAD DISTRITAL DE COLCABAMBA - TAYACAJA|HUANCAVELICA|TAYACAJA|COLCABAMBA|300872|911|Activo|28/12/15
20187387915|MUNICIPALIDAD DISTRITAL DE COLCAMAR|AMAZONAS|LUYA|COLCAMAR|300046|109|Activo|17/07/13
20161101240|MUNICIPALIDAD DISTRITAL DE COLCHA|CUSCO|PARURO|COLCHA|300761|826|Activo|28/12/15
20199896742|MUNICIPALIDAD DISTRITAL DE COLONIA|LIMA|YAUYOS|COLONIA|301399|1443|Activo|02/10/15
20159008062|MUNICIPALIDAD DISTRITAL DE COLPAS|HUANUCO|AMBO|COLPAS|300897|962|Activo|28/12/15
20214936519|MUNICIPALIDAD DISTRITAL DE COLQUEMARCA|CUSCO|CHUMBIVILCAS|COLQUEMARCA|300735|799|Activo|17/07/13
20217203997|MUNICIPALIDAD DISTRITAL DE COLQUEPATA|CUSCO|PAUCARTAMBO|COLQUEPATA|300770|834|Activo|17/07/13
20205785486|MUNICIPALIDAD DISTRITAL DE COLQUIOC|ANCASH|BOLOGNESI|COLQUIOC|300116|180|Activo|01/10/15
20323235709|MUNICIPALIDAD DISTRITAL DE COLTA|AYACUCHO|PAUCAR DEL SARA SARA|COLTA|300509|594|Activo|17/07/13
20186465793|MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL|ANCASH|CASMA|COMANDANTE NOEL|300141|202|Activo|17/07/13
20221558902|MUNICIPALIDAD DISTRITAL DE COMAS - JUNIN|JUNIN|CONCEPCION|COMAS|301036|1100|Activo|28/12/15
20168737565|MUNICIPALIDAD DISTRITAL DE COMAS - LIMA|LIMA|LIMA|COMAS|301259|1316|Activo|21/12/15
20216274459|MUNICIPALIDAD DISTRITAL DE COMBAPATA|CUSCO|CANCHIS|COMBAPATA|300726|790|Activo|17/07/13
20154441850|MUNICIPALIDAD DISTRITAL DE CONAYCA|HUANCAVELICA|HUANCAVELICA|CONAYCA|300795|860|Activo|17/07/13
20170167334|MUNICIPALIDAD DISTRITAL DE CONCEPCION|AYACUCHO|VILCAS HUAMAN|CONCEPCION|300544|584|Activo|17/07/13
20206555859|MUNICIPALIDAD DISTRITAL DE CONCHAMARCA|HUANUCO|AMBO|CONCHAMARCA|300898|963|Activo|17/07/13
20220666680|MUNICIPALIDAD DISTRITAL DE CONCHAN|CAJAMARCA|CHOTA|CONCHAN|300585|669|Activo|17/07/13
20195717428|MUNICIPALIDAD DISTRITAL DE CONCHUCOS|ANCASH|PALLASCA|CONCHUCOS|300201|247|Activo|17/07/13
20199984871|MUNICIPALIDAD DISTRITAL DE CONDEBAMBA|CAJAMARCA|CAJABAMBA|CONDEBAMBA|300564|629|Activo|17/07/13
20204719480|MUNICIPALIDAD DISTRITAL DE CONDORMARCA|LA LIBERTAD|BOLIVAR|CONDORMARCA|301150|1205|Activo|30/09/15
20147419768|MUNICIPALIDAD DISTRITAL DE CONDOROMA|CUSCO|ESPINAR|CONDOROMA|300741|806|Activo|17/07/13
20212441393|MUNICIPALIDAD DISTRITAL DE CONDURIRI|PUNO|EL COLLAO|CONDURIRI|301644|1751|Activo|17/07/13
20154442589|MUNICIPALIDAD DISTRITAL DE CONGALLA|HUANCAVELICA|ANGARAES|CONGALLA|300822|885|Activo|17/07/13
20155012511|MUNICIPALIDAD DISTRITAL DE CONGAS|ANCASH|OCROS|CONGAS|300194|312|Activo|17/07/13
20190690874|MUNICIPALIDAD DISTRITAL DE CONILA|AMAZONAS|LUYA|CONILA|300047|110|Activo|17/07/13
20215043861|MUNICIPALIDAD DISTRITAL DE CONIMA|PUNO|MOHO|CONIMA|301673|1753|Activo|17/07/13
20194885271|MUNICIPALIDAD DISTRITAL DE COPA|LIMA|CAJATAMBO|COPA|301300|1352|Activo|01/10/15
20185607471|MUNICIPALIDAD DISTRITAL DE COPALLIN|AMAZONAS|BAGUA|COPALLIN|300024|91|Activo|28/09/15
20161250911|MUNICIPALIDAD DISTRITAL DE COPANI|PUNO|YUNGUYO|COPANI|301696|1737|Activo|05/10/15
20212195767|MUNICIPALIDAD DISTRITAL DE COPORAQUE - CAYLLOMA|AREQUIPA|CAYLLOMA|COPORAQUE|300400|466|Activo|17/07/13
20147419687|MUNICIPALIDAD DISTRITAL DE COPORAQUE - ESPINAR|CUSCO|ESPINAR|COPORAQUE|300742|807|Activo|17/07/13
20205221353|MUNICIPALIDAD DISTRITAL DE CORANI|PUNO|CARABAYA|CORANI|301627|1682|Activo|17/07/13
20407213123|MUNICIPALIDAD DISTRITAL DE CORCULLA|AYACUCHO|PAUCAR DEL SARA SARA|CORCULLA|300510|595|Activo|17/07/13
20208070674|MUNICIPALIDAD DISTRITAL DE CORDOVA|HUANCAVELICA|HUAYTARA|CORDOVA|300854|927|Activo|17/07/13
20205424386|MUNICIPALIDAD DISTRITAL DE CORIS|ANCASH|AIJA|CORIS|300098|164|Activo|01/10/15
20287376619|MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA|AYACUCHO|PARINACOCHAS|CORONEL CASTAÑEDA|300502|574|Activo|17/07/13
20519610214|MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA|TACNA|TACNA|CORONEL GREGORIO ALBARRACIN LANCHIPA|301838|200096|Activo|06/10/15
20198193616|MUNICIPALIDAD DISTRITAL DE COROSHA|AMAZONAS|BONGARA|COROSHA|300031|95|Activo|17/07/13
20178689348|MUNICIPALIDAD DISTRITAL DE CORRALES|TUMBES|TUMBES|CORRALES|301805|1860|Activo|06/10/15
20190685102|MUNICIPALIDAD DISTRITAL DE CORTEGANA|CAJAMARCA|CELENDIN|CORTEGANA|300568|632|Activo|17/07/13
20541376136|MUNICIPALIDAD DISTRITAL DE COSME|HUANCAVELICA|CHURCAMPA|COSME|301845|200385|Activo|06/10/15
20190683070|MUNICIPALIDAD DISTRITAL DE COSPAN|CAJAMARCA|CAJAMARCA|COSPAN|300552|616|Activo|28/12/15
20177427285|MUNICIPALIDAD DISTRITAL DE COTABAMBAS|APURIMAC|COTABAMBAS|COTABAMBAS|300304|370|Activo|24/05/16
20189311762|MUNICIPALIDAD DISTRITAL DE COTAPARACO|ANCASH|RECUAY|COTAPARACO|300216|262|Activo|02/10/15
20154571800|MUNICIPALIDAD DISTRITAL DE COTARUSE|APURIMAC|AYMARAES|COTARUSE|300291|356|Activo|17/07/13
20146675124|MUNICIPALIDAD DISTRITAL DE COVIRIALI|JUNIN|SATIPO|COVIRIALI|301091|1156|Activo|26/12/15
20200464819|MUNICIPALIDAD DISTRITAL DE COYA|CUSCO|CALCA|COYA|300709|774|Activo|17/07/13
20205028600|MUNICIPALIDAD DISTRITAL DE COYLLURQUI|APURIMAC|COTABAMBAS|COYLLURQUI|300305|371|Activo|24/05/16
20172361138|MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO|HUANUCO|LEONCIO PRADO|JOSE CRESPO Y CASTILLO|300930|991|Activo|28/09/15
20171665141|MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA|PIURA|SECHURA|CRISTO NOS VALGA|301590|1645|Activo|05/10/15
20202703144|MUNICIPALIDAD DISTRITAL DE CRUCERO|PUNO|CARABAYA|CRUCERO|301628|1683|Activo|24/12/15
20221228511|MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA|MOQUEGUA|MARISCAL NIETO|CUCHUMBAYA|301483|1538|Activo|03/10/15
20198193454|MUNICIPALIDAD DISTRITAL DE CUENCA - HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|CUENCA|300796|861|Activo|17/07/13
20165780966|MUNICIPALIDAD DISTRITAL DE CUISPES|AMAZONAS|BONGARA|CUISPES|300032|96|Activo|28/09/15
20201571350|MUNICIPALIDAD DISTRITAL DE CUJILLO|CAJAMARCA|CUTERVO|CUJILLO|300608|653|Activo|17/07/13
20191940513|MUNICIPALIDAD DISTRITAL DE CULEBRAS|ANCASH|HUARMEY|CULEBRAS|300168|304|Activo|01/10/15
20223353593|MUNICIPALIDAD DISTRITAL DE CULLHUAS|JUNIN|HUANCAYO|CULLHUAS|301011|1076|Activo|29/09/15
20146918043|MUNICIPALIDAD DISTRITAL DE CUMBA|AMAZONAS|UTCUBAMBA|CUMBA|300080|146|Activo|30/09/15
20176714566|MUNICIPALIDAD DISTRITAL DE CUÑUMBUQUI|SAN MARTIN|LAMAS|CUÑUMBUQUI|301728|1772|Activo|05/10/15
20169039225|MUNICIPALIDAD DISTRITAL DE CUPI|PUNO|MELGAR|CUPI|301665|1715|Activo|17/07/13
20205407961|MUNICIPALIDAD DISTRITAL DE CUPISNIQUE|CAJAMARCA|CONTUMAZA|CUPISNIQUE|300599|644|Activo|13/07/20
20146721924|MUNICIPALIDAD DISTRITAL DE CURA MORI|PIURA|PIURA|CURA MORI|301532|1587|Activo|05/10/15
20185897967|MUNICIPALIDAD DISTRITAL DE CURAHUASI|APURIMAC|ABANCAY|CURAHUASI|300254|319|Activo|24/12/15
20222376590|MUNICIPALIDAD DISTRITAL DE CURASCO|APURIMAC|GRAU|CURASCO|300330|388|Activo|17/07/13
20213758293|MUNICIPALIDAD DISTRITAL DE CURGOS|LA LIBERTAD|SANCHEZ CARRION|CURGOS|301192|1211|Activo|01/10/15
20214908817|MUNICIPALIDAD DISTRITAL DE CURIBAYA|TACNA|CANDARAVE|CURIBAYA|301790|1855|Activo|06/10/15
20174821497|MUNICIPALIDAD DISTRITAL DE CURICACA|JUNIN|JAUJA|CURICACA|301057|1122|Activo|29/09/15
20232953421|MUNICIPALIDAD DISTRITAL DE CURIMANA|UCAYALI|PADRE ABAD|CURIMANA|301828|1883|Activo|06/10/15
20175826743|MUNICIPALIDAD DISTRITAL DE CURPAHUASI|APURIMAC|GRAU|CURPAHUASI|300318|376|Activo|17/07/13
20286842748|MUNICIPALIDAD DISTRITAL DE CUSCA|ANCASH|CORONGO|CUSCA|300146|207|Activo|17/07/13
20195485209|MUNICIPALIDAD DISTRITAL DE CUSIPATA|CUSCO|QUISPICANCHI|CUSIPATA|300778|843|Activo|01/03/21
20207367550|MUNICIPALIDAD DISTRITAL DE CUTURAPI|PUNO|YUNGUYO|CUTURAPI|301697|1738|Activo|17/07/13
20158936306|MUNICIPALIDAD DISTRITAL DE CUYOCUYO|PUNO|SANDIA|CUYOCUYO|301686|1723|Activo|17/07/13
20204860409|MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES|HUANUCO|LEONCIO PRADO|DANIEL ALOMIAS ROBLES|300928|989|Activo|28/09/15
20208070836|MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ|HUANCAVELICA|TAYACAJA|DANIEL HERNANDEZ|300873|912|Activo|17/07/13
20165870361|MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA|AREQUIPA|ISLAY|DEAN VALDIVIA|300425|490|Activo|15/10/15
20181403064|MUNICIPALIDAD DISTRITAL DE DESAGUADERO|PUNO|CHUCUITO|DESAGUADERO|301634|1689|Activo|17/07/13
20159368271|MUNICIPALIDAD DISTRITAL DE ECHARATI|CUSCO|LA CONVENCION|ECHARATE|300749|814|Activo|07/03/14
20179251133|MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA|CAJAMARCA|SAN MARCOS|EDUARDO VILLANUEVA|300644|738|Activo|11/05/16
20131377909|MUNICIPALIDAD DISTRITAL DE EL AGUSTINO|LIMA|LIMA|EL AGUSTINO|301260|1317|Activo|17/07/13
20154491288|MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL|MOQUEGUA|ILO|EL ALGARROBAL|301499|1555|Activo|03/10/15
20179834317|MUNICIPALIDAD DISTRITAL DE EL ALTO|PIURA|TALARA|EL ALTO|301582|1637|Activo|17/07/13
20188799729|MUNICIPALIDAD DISTRITAL DE EL CARMEN - CHINCHA|ICA|CHINCHA|EL CARMEN|300978|1043|Activo|28/09/15
20222402183|MUNICIPALIDAD DISTRITAL DE EL CARMEN - CHURCAMPA|HUANCAVELICA|CHURCAMPA|EL CARMEN|300845|944|Activo|28/12/15
20147028491|MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA - SAPALACHE|PIURA|HUANCABAMBA|EL CARMEN DE LA FRONTERA|301550|1606|Activo|05/10/15
20176214679|MUNICIPALIDAD DISTRITAL DE EL CENEPA|AMAZONAS|CONDORCANQUI|EL CENEPA|300041|142|Activo|28/09/15
20154550128|MUNICIPALIDAD DISTRITAL DE EL ESLABON|SAN MARTIN|HUALLAGA|EL ESLABON|301720|1764|Activo|05/10/15
20162456408|MUNICIPALIDAD DISTRITAL DE EL INGENIO|ICA|NAZCA|EL INGENIO|300987|1052|Activo|28/09/15
20213376684|MUNICIPALIDAD DISTRITAL DE EL MANTARO|JUNIN|JAUJA|EL MANTARO|301058|1123|Activo|29/09/15
20141602137|MUNICIPALIDAD DISTRITAL DE EL MILAGRO|AMAZONAS|UTCUBAMBA|EL MILAGRO|300081|147|Activo|30/09/15
20163777917|MUNICIPALIDAD DISTRITAL DE EL ORO|APURIMAC|ANTABAMBA|EL ORO|300280|346|Activo|17/07/13
20187024286|MUNICIPALIDAD DISTRITAL DE EL PARCO|AMAZONAS|BAGUA|EL PARCO|300025|92|Activo|24/12/15
20601052840|MUNICIPALIDAD DISTRITAL DE EL PORVENIR|APURIMAC|CHINCHEROS|EL PORVENIR|301878|203006|Activo|06/11/18
20446621590|MUNICIPALIDAD DISTRITAL DE EL PORVENIR - SAN MARTIN|SAN MARTIN|SAN MARTIN|EL PORVENIR|301764|1798|Activo|06/10/15
20147170565|MUNICIPALIDAD DISTRITAL DE EL PORVENIR - TRUJILLO|LA LIBERTAD|TRUJILLO|EL PORVENIR|301128|1192|Activo|01/03/21
20220310664|MUNICIPALIDAD DISTRITAL DE EL PRADO|CAJAMARCA|SAN MIGUEL|EL PRADO|300653|715|Activo|17/07/13
20161499936|MUNICIPALIDAD DISTRITAL DE EL TALLAN|PIURA|PIURA|EL TALLAN|301533|1588|Activo|17/07/13
20133696742|MUNICIPALIDAD DISTRITAL DE EL TAMBO|JUNIN|HUANCAYO|EL TAMBO|301012|1077|Activo|29/09/15
20170145446|MUNICIPALIDAD DISTRITAL DE EL TINGO|AMAZONAS|LUYA|TINGO|300064|126|Activo|29/09/15
20286854673|MUNICIPALIDAD DISTRITAL DE ELEAZAR GUZMAN BARRON|ANCASH|MARISCAL LUZURIAGA|ELEAZAR GUZMAN BARRON|300183|244|Activo|17/07/13
20187362840|MUNICIPALIDAD DISTRITAL DE ELIAS SOPLIN VARGAS|SAN MARTIN|RIOJA|ELIAS SOPLIN VARGAS|301752|1786|Activo|06/10/15
20206075997|MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN|LORETO|REQUENA|EMILIO SAN MARTIN|301457|1513|Activo|03/10/15
20219775271|MUNICIPALIDAD DISTRITAL DE ESTIQUE|TACNA|TARATA|ESTIQUE|301798|1844|Activo|06/10/15
20279769211|MUNICIPALIDAD DISTRITAL DE ESTIQUE PAMPA|TACNA|TARATA|ESTIQUE-PAMPA|301799|1845|Activo|18/11/15
20147103299|MUNICIPALIDAD DISTRITAL DE ETEN|LAMBAYEQUE|CHICLAYO|ETEN|301214|1276|Activo|21/12/15
20197968762|MUNICIPALIDAD DISTRITAL DE FERNANDO LORES|LORETO|MAYNAS|FERNANDO LORES|301424|1481|Activo|17/07/13
20221633882|MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO|ANCASH|MARISCAL LUZURIAGA|FIDEL OLIVAS ESCUDERO|300184|239|Activo|02/10/15
20163212227|MUNICIPALIDAD DISTRITAL DE FITZCARRALD|MADRE DE DIOS|MANU|FITZCARRALD|301476|1531|Activo|17/07/13
20170044844|MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA|LA LIBERTAD|TRUJILLO|FLORENCIA DE MORA|301129|1201|Activo|30/09/15
20165784287|MUNICIPALIDAD DISTRITAL DE FLORIDA - POMACOCHAS|AMAZONAS|BONGARA|FLORIDA|300033|99|Activo|28/09/15
20146728007|MUNICIPALIDAD DISTRITAL DE FRIAS|PIURA|AYABACA|FRIAS|301539|1594|Activo|17/07/13
20148183164|MUNICIPALIDAD DISTRITAL DE GAMARRA|APURIMAC|GRAU|GAMARRA|300319|377|Activo|17/07/13
20221090498|MUNICIPALIDAD DISTRITAL DE GORGOR|LIMA|CAJATAMBO|GORGOR|301301|1353|Activo|17/07/13
20183798210|MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA|PASCO|DANIEL ALCIDES CARRION|GOYLLARISQUIZGA|301516|1571|Activo|17/07/13
20202348221|MUNICIPALIDAD DISTRITAL DE GRANADA|AMAZONAS|CHACHAPOYAS|GRANADA|300007|73|Activo|17/07/13
20178079604|MUNICIPALIDAD DISTRITAL DE GREGORIO PITA PAUCAMARCA|CAJAMARCA|SAN MARCOS|GREGORIO PITA|300645|737|Activo|11/05/16
20188808817|MUNICIPALIDAD DISTRITAL DE GROCIO PRADO|ICA|CHINCHA|GROCIO PRADO|300979|1044|Activo|17/07/13
20182029999|MUNICIPALIDAD DISTRITAL DE GUADALUPE|LA LIBERTAD|PACASMAYO|GUADALUPE|301172|1228|Activo|01/10/15
20275441857|MUNICIPALIDAD DISTRITAL DE GUADALUPITO|LA LIBERTAD|VIRU|GUADALUPITO|301211|1273|Activo|17/07/13
20192439826|MUNICIPALIDAD DISTRITAL DE GUZMANGO|CAJAMARCA|CONTUMAZA|GUZMANGO|300600|646|Activo|17/07/13
20221631677|MUNICIPALIDAD DISTRITAL DE HABANA|SAN MARTIN|MOYOBAMBA|HABANA|301703|1758|Activo|05/10/15
20189921595|MUNICIPALIDAD DISTRITAL DE HAQUIRA|APURIMAC|COTABAMBAS|HAQUIRA|300306|372|Activo|05/10/15
20204809390|MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN|HUANUCO|LEONCIO PRADO|HERMILIO VALDIZAN|300929|990|Activo|17/07/13
20199503953|MUNICIPALIDAD DISTRITAL DE HEROES ALBARACIN CHUCATAMANI|TACNA|TARATA|HEROES ALBARRACIN|301797|1843|Activo|06/10/15
20201188491|MUNICIPALIDAD DISTRITAL DE HEROINAS TOLEDO|JUNIN|CONCEPCION|HEROINAS TOLEDO|301037|1102|Activo|29/09/15
20183958781|MUNICIPALIDAD DISTRITAL DE HONGOS|LIMA|YAUYOS|HONGOS|301400|1445|Activo|02/10/15
20172345876|MUNICIPALIDAD DISTRITAL DE HONORIA|HUANUCO|PUERTO INCA|HONORIA|300943|1004|Activo|17/07/13
20228707261|MUNICIPALIDAD DISTRITAL DE HUABAL|CAJAMARCA|JAEN|HUABAL|300627|692|Activo|17/07/13
20203706708|MUNICIPALIDAD DISTRITAL DE HUAC - HUAS|AYACUCHO|LUCANAS|HUAC-HUAS|300485|558|Activo|17/07/13
20212177351|MUNICIPALIDAD DISTRITAL DE HUACACHI|ANCASH|HUARI|HUACACHI|300154|215|Activo|01/10/15
20287321806|MUNICIPALIDAD DISTRITAL DE HUACAÑA|AYACUCHO|SUCRE|HUACAÑA|300522|613|Activo|17/07/13
20189021764|MUNICIPALIDAD DISTRITAL DE HUACAR|HUANUCO|AMBO|HUACAR|300899|964|Activo|17/07/13
20198095444|MUNICIPALIDAD DISTRITAL DE HUACASCHUQUE|ANCASH|PALLASCA|HUACASCHUQUE|300202|248|Activo|02/10/15
20156963896|MUNICIPALIDAD DISTRITAL DE HUACCANA|APURIMAC|CHINCHEROS|HUACCANA|300312|394|Activo|17/07/13
20208828321|MUNICIPALIDAD DISTRITAL DE HUACCHIS|ANCASH|HUARI|HUACCHIS|300155|216|Activo|01/10/15
20215165036|MUNICIPALIDAD DISTRITAL DE HUACHAC|JUNIN|CHUPACA|HUACHAC|301121|1185|Activo|28/12/15
20166604266|MUNICIPALIDAD DISTRITAL DE HUACHIS|ANCASH|HUARI|HUACHIS|300156|217|Activo|01/10/15
20190345182|MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|HUACHOCOLPA|300797|862|Activo|23/12/15
20188457178|MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - TAYACAJA|HUANCAVELICA|TAYACAJA|HUACHOCOLPA|300874|913|Activo|17/07/13
20288350605|MUNICIPALIDAD DISTRITAL DE HUACHON|PASCO|PASCO|HUACHON|301502|1557|Activo|17/07/13
20207341089|MUNICIPALIDAD DISTRITAL DE HUACHOS|HUANCAVELICA|CASTROVIRREYNA|HUACHOS|300835|900|Activo|17/07/13
20218598774|MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA|LIMA|HUAROCHIRI|HUACHUPAMPA|301345|1410|Activo|02/10/15
20191017111|MUNICIPALIDAD DISTRITAL DE HUACLLAN|ANCASH|AIJA|HUACLLAN|300099|165|Activo|01/10/15
20180401238|MUNICIPALIDAD DISTRITAL DE HUACRAPUQUIO|JUNIN|HUANCAYO|HUACRAPUQUIO|301013|1078|Activo|17/07/13
